Service_Name (filename2),provider_name (filename1),Physical_Address (filename2),formatted_address (filename1),residential_places (filename2),residential_places (filename1)
Wintringham Gilgunya Village,Wintringham Gilgunya Village,"23 Harding STREET, COBURG, VIC, 3058","23 Harding St, Coburg VIC 3058, Australia",51,51
Allanvale Private Nursing Home,Allanvale Private Nursing Home,"38-40 Ascot STREET,  SOUTH, ALTONA MEADOWS, VIC, 3028","Allanvale Nursing Home, 38-40 Ascot St S, Altona Meadows VIC 3028, Australia",51,51
Darlingford Upper Goulburn Nursing Home,Darlingford Upper Goulburn Nursing Home,"5 High STREET, EILDON, VIC, 3713","5 High St, Eildon VIC 3713, Australia",51,51
Baptcare - St Hilary's Community,Baptcare - St Hilary's Community,"16 Elgin STREET, MORWELL, VIC, 3840","16 Elgin St, Morwell VIC 3840, Australia",51,51
Anglicare SQ Abri Home for the Aged,Anglicare SQ Abri Home for the Aged,"37 Bauer STREET, SOUTHPORT, QLD, 4215","37 Bauer St, Southport QLD 4215, Australia",51,51
Sinnamon Village - Jacobs Court,Sinnamon Village - Jacobs Court,"620 Seventeen Mile Rocks ROAD, SINNAMON PARK, QLD, 4073","Sinnamon Village, 620 Seventeen Mile Rocks Rd, Sinnamon Park QLD 4073, Australia",51,51
Bolton Clarke Cunningham Villas,Bolton Clarke Cunningham Villas,"82 Soldiers ROAD, BOWEN, QLD, 4805","Cunningham Park, 1 Tollington Rd, Bowen QLD 4805, Australia",51,51
Lefroy Care Centre,Amana Living Lefroy Care Centre,"22 Lefroy ROAD, BULL CREEK, WA, 6149","22 Lefroy Rd, Bull Creek WA 6159, Australia",51,51
Alstonville Adventist Aged Care Facility,Alstonville Adventist Aged Care Facility,"77 Pearces Creek ROAD, ALSTONVILLE, NSW, 2477","Adventist Retirement Vlge, 77 Pearces Creek Rd, Alstonville NSW 2477, Australia",51,51
Southern Cross Care Mawsons Court Residential Aged Care,Southern Cross Care Mawsons Court Residential Aged,"80 Caves Beach ROAD, CAVES BEACH, NSW, 2281","Southern Cross Apartments, 80 Caves Beach Rd, Caves Beach NSW 2281, Australia",51,51
Southern Cross Care Orana Residential Aged Care,Southern Cross Care Orana Residential Aged Care,"59 Napier STREET, DENILIQUIN, NSW, 2710","59 Napier St, Deniliquin NSW 2710, Australia",50,50
Catholic Healthcare Holy Spirit Aged Care,Catholic Healthcare Holy Spirit Aged Care,"13 Neptune STREET, REVESBY, NSW, 2212","13 Neptune St, Revesby NSW 2212, Australia",50,50
RFBI Lakemba Masonic Village,RFBI Lakemba Masonic Village,"72 Sproule STREET, LAKEMBA, NSW, 2195","72 Sproule St, Lakemba NSW 2195, Australia",50,50
Cooee Lodge,Cooee Lodge,"Townsend Drive, Townsend DRIVE, GILGANDRA, NSW, 2827","Townsend Dr, Gilgandra NSW 2827, Australia",50,50
Woollahra Montefiore Home,Woollahra Montefiore Home,"23 Nelson STREET, WOOLLAHRA, NSW, 2025","Montefiore Home, 23 Nelson St, Woollahra NSW 2025, Australia",50,50
Uniting Autumn Lodge Glass Street,Uniting Autumn Lodge Glass Street,"11 Glass STREET, ARMIDALE, NSW, 2350","11 Glass St, North Hill NSW 2350, Australia",50,50
St Vincent's Care Services Haberfield,St Vincent's Care Services Haberfield,"7 Tillock STREET, HABERFIELD, NSW, 2045","7 Tillock St, Haberfield NSW 2045, Australia",50,50
Southern Cross Care St Francis Residential Aged Care,Southern Cross Care St Francis Residential Aged Ca,"122 Hyatts ROAD, PLUMPTON, NSW, 2761","Southern Cross St Francis, 122 Hyatts Rd, Plumpton NSW 2761, Australia",50,50
Southern Cross Care Assumption Villa Residential Aged Care,Southern Cross Care Assumption Villa Residential A,"84 Brobenah ROAD, LEETON, NSW, 2705","Legacy Cottages, 84 Brobenah Rd, Leeton NSW 2705, Australia",50,50
Anglicare Mary Andrews Village,Anglicare Mary Andrews Village,"857-861 King Georges ROAD, SOUTH HURSTVILLE, NSW, 2221","52a Tavistock Rd, South Hurstville NSW 2221, Australia",50,50
Pacific Lodge Aged Care Plus Centre,Pacific Lodge Aged Care Plus Centre,"8 Homestead AVENUE, COLLAROY, NSW, 2097","8 Homestead Ave, Collaroy NSW 2097, Australia",50,50
Catholic Healthcare St Anne's Aged Care,Catholic Healthcare St Anne's Aged Care,"1 De Milhau ROAD, HUNTERS HILL, NSW, 2110","1 De Milhau Rd, Hunters Hill NSW 2110, Australia",50,50
Bupa Ashbury,Bupa Ashbury,"16 Hardy STREET, ASHFIELD, NSW, 2131","Ashbury Nursing Home, 16 Hardy St, Ashfield NSW 2131, Australia",50,50
Murrayvale Aged Care,Murrayvale Aged Care,"63 Regent STREET, MOAMA, NSW, 2731","Murrayvale Nursing Home, 63 Regent St, Moama NSW 2731, Australia",50,50
Abernethy Nursing Home,Abernethy Nursing Home,"2 Mt View ROAD, CESSNOCK, NSW, 2325","2 Mount View Rd, Cessnock NSW 2325, Australia",50,50
Rosary Home,Rosary Home,"138 Odessa AVENUE, KEILOR DOWNS, VIC, 3038","138-150 Odessa Ave, Keilor Downs VIC 3038, Australia",50,50
Benetas St Laurence Court - Kangaroo Flat,Benetas St Laurence Court - Kangaroo Flat,"8 Wesley STREET, KANGAROO FLAT, VIC, 3555","Benetas Hostel, 8 Wesley St, Kangaroo Flat VIC 3555, Australia",50,50
Bolton Clarke Tannoch Brae,Bolton Clarke Tannoch Brae,"46 Aldershot ROAD, ST ALBANS PARK, VIC, 3219","46 Aldershot Rd, St Albans Park VIC 3219, Australia",50,50
Isomer Aged Care Facility,Isomer Aged Care Facility,"1273 Wellington ROAD, LYSTERFIELD, VIC, 3156","1273 Wellington Rd, Lysterfield VIC 3156, Australia",50,50
Kellock Lodge,Kellock Lodge,"15 Bon STREET, ALEXANDRA, VIC, 3714","15 Bon St, Alexandra VIC 3714, Australia",50,50
Grange Residential Care Services,Grange Residential Care Services,"19 Gray STREET, HAMILTON, VIC, 3300","19 Gray St, Hamilton VIC 3300, Australia",50,50
Wilson Lodge,Wilson Lodge,"155 Guthridge PARADE, SALE, VIC, 3850","155 Guthridge Parade, Sale VIC 3850, Australia",50,50
Emmavale Gardens,Emmavale Gardens,"7 Elberta AVENUE, TEMPLESTOWE LOWER, VIC, 3107","7 Elberta Ave, Templestowe Lower VIC 3107, Australia",50,50
Royal Freemasons Springtime,Royal Freemasons Springtime,"41 Manchester DRIVE, SYDENHAM, VIC, 3037","Springtime Sydenham, 41 Manchester Dr, Sydenham VIC 3037, Australia",50,50
Carrum Downs Aged Care,Carrum Downs Aged Care,"80 William ROAD, CARRUM DOWNS, VIC, 3201","80 William Rd, Carrum Downs VIC 3201, Australia",50,50
Blue Care Dicky Beach Aged Care Facility,Blue Care Dicky Beach Aged Care Facility,"55 COOLUM STREET, DICKY BEACH, QLD, 4551","Caloundra Retirement Vlge, 55 Coolum St, Dicky Beach QLD 4551, Australia",50,50
Bethesda Aged Care Plus Centre,Bethesda Aged Care Plus Centre,"58 TALFORD STREET, THE RANGE, QLD, 4700","58 Talford St, The Range QLD 4700, Australia",50,50
Blue Care Ingham Bluehaven Aged Care Facility,Blue Care Ingham Bluehaven Aged Care Facility,"58 Cassady STREET, INGHAM, QLD, 4850","58 Cassady St, Ingham QLD 4850, Australia",50,50
Blue Care Beenleigh Bethania Haven Aged Care Facility,Blue Care Beenleigh Bethania Haven Aged Care Facil,"67-71 Station ROAD, BETHANIA, QLD, 4205","67-71 Station Rd, Bethania QLD 4205, Australia",50,50
St Vincent's Care Services Arundel,St Vincent's Care Services Arundel,"101 Allied DRIVE, ARUNDEL, QLD, 4214","101 Allied Dr, Arundel QLD 4214, Australia",50,50
Blue Care Elanora Pineshaven Aged Care Facility,Blue Care Elanora Pineshaven Aged Care Facility,"17 Applecross WAY, ELANORA, QLD, 4221","17 Applecross Way, Elanora QLD 4221, Australia",50,50
Churches of Christ Buckingham Gardens Aged Care Service,Churches of Christ Buckingham Gardens Aged Care Se,"8 Buckingham STREET, ALEXANDRA HILLS, QLD, 4161","8 Buckingham St, Alexandra Hills QLD 4161, Australia",50,50
Voller Care Centre,Voller Care Centre,"98 Windsor ROAD, BURNSIDE, QLD, 4560","Rotary Garden Village, 98 Windsor Rd, Burnside QLD 4560, Australia",50,50
Nanyima Aged Care,Nanyima Aged Care,"61 Alexandra STREET, MIRANI, QLD, 4754","61 Alexandra St, Mirani QLD 4754, Australia",50,50
Carinity Kepnock Grove,Carinity Kepnock Grove,"28 Jocumsen STREET, BUNDABERG, QLD, 4670","3 Jocumsen St, Kepnock QLD 4670, Australia",50,50
Calvary St Catherine's Retirement Community,Calvary St Catherine's Retirement Community,"23 McGilton ROAD, BERRI, SA, 5343","23 McGilton Rd, Berri SA 5343, Australia",50,50
Helping Hand Aged Care - Carinya,Helping Hand Aged Care - Carinya,"17-19 Victoria ROAD, CLARE, SA, 5453","17-19A Victoria Rd, Clare SA 5453, Australia",50,50
Brightwater Redcliffe,Brightwater Redcliffe,"23 Johnson STREET, REDCLIFFE, WA, 6104","23 Johnson St, Redcliffe WA 6104, Australia",50,50
Bethanie Peel,Bethanie Peel,"2 Maclaggan TURN, COODANUP, WA, 6210","2 Maclaggan Turn, Coodanup WA 6210, Australia",50,50
Karinya Residential Care,Karinya Residential Care,"50 Felspar STREET, NARROGIN, WA, 6312","50 Felspar St, Narrogin WA 6312, Australia",50,50
Melville Parkside Care Community,Melville Parkside Care Community,"15 Cottrill STREET, MYAREE, WA, 6154","15 Cottrill St, Myaree WA 6154, Australia",50,50
Tuohy Nursing Home,Tuohy Nursing Home,"22 Morrison ROAD, MIDLAND, WA, 6056","Tuohy Nursing Home, 22 Morrison Rd, Midland WA 6056, Australia",50,50
Residency by Dillons Narrogin,Residency by Dillons Narrogin,"52 Williams ROAD, NARROGIN, WA, 6312","52 Williams Rd, Narrogin WA 6312, Australia",50,50
May Shaw Residential Aged Care,May Shaw Residential Aged Care,"37 Wellington STREET, SWANSEA, TAS, 7190","May Shaw Health Centre, 37 Wellington St, Swansea TAS 7190, Australia",50,50
Fairlea Aged Care @ Harris Park,Fairlea Aged Care @ Harris Park,"7-11 Crown STREET, HARRIS PARK, NSW, 2150","Crown Gardens Hostel, 7-11 Crown St, Harris Park NSW 2150, Australia",50,50
Lorocco,Lorocco,"40 Scrub ROAD, CARINDALE, QLD, 4152","Carindale Brook Inov Care, 40 Scrub Rd, Carindale QLD 4152, Australia",50,50
Coolum Beach Care Centre,Coolum Beach Care Centre,"4 Wembley ROAD, COOLUM BEACH, QLD, 4573","Coolum Waters Retirement Resort, 4 Wembley Rd, Coolum Beach QLD 4573, Australia",50,50
RFBI Basin View Masonic Village,RFBI Basin View Masonic Village,"130 The Wool ROAD, BASIN VIEW, NSW, 2540","130 The Wool Rd, Basin View NSW 2540, Australia",50,50
Regis Sandgate - Griffith,Regis Sandgate - Griffith,"60 Wakefield STREET, SANDGATE, QLD, 4017","60 Wakefield St, Sandgate QLD 4017, Australia",50,50
Anglican Care Mirrabooka Place,Anglican Care Mirrabooka Place,"1 Clement STREET, GLOUCESTER, NSW, 2422","1 Clement St, Gloucester NSW 2422, Australia",50,50
NA,Arcare Lysterfield,NA,"1289 Wellington Rd, Lysterfield VIC 3156, Australia",NA,50
BaptistCare Mid Richmond Centre - Coraki,BaptistCare Mid Richmond Centre - Coraki,"Surry Street, Surry STREET, CORAKI, NSW, 2471","Surry St, Coraki NSW 2471, Australia",49,49
The Whiddon Group - Largs,Whiddon Largs,"64 Dunmore ROAD, LARGS, NSW, 2320","Largs Lodge Hostel, 64 Dunmore Rd, Largs NSW 2320, Australia",49,49
Mona Vale View Care Community,Mona Vale View Care Community,"2 Jenkins STREET, MONA VALE, NSW, 2103","Ocean View Nursing Home, 2 Jenkins St, Mona Vale NSW 2103, Australia",49,49
Coffs Harbour Legacy Nursing Home,Coffs Harbour Legacy Nursing Home,"55 Victoria STREET, COFFS HARBOUR, NSW, 2450","55 Victoria St, Coffs Harbour NSW 2450, Australia",49,49
Villa Maria Catholic Homes Willowbrooke Aged Care Residence,Villa Maria Catholic Homes Willowbrooke Aged Care,"9a Willow ROAD, UPPER FERNTREE GULLY, VIC, 3156","Willow Rd Residential Home, 9A Willow Rd, Upper Ferntree Gully VIC 3156, Australia",49,49
Sinnamon Village - Nash Court,Sinnamon Village - Nash Court,"620 Seventeen Mile Rocks ROAD, SINNAMON PARK, QLD, 4073","Sinnamon Village, 620 Seventeen Mile Rocks Rd, Sinnamon Park QLD 4073, Australia",49,49
Bolton Clarke Keperra Sanctuary,Bolton Clarke Keperra Sanctuary,"998 Samford ROAD, KEPERRA, QLD, 4054","998 Samford Rd, Keperra QLD 4054, Australia",49,49
Tandara Lodge,Tandara Lodge,"10 Nightingale AVENUE, SHEFFIELD, TAS, 7306","Tandara Lodge, 10 Nightingale Ave, Sheffield TAS 7306, Australia",49,49
BlueCross Highgrove,Kew Grove Care Community,"79 Stevenson STREET, KEW, VIC, 3101","79 Stevenson St, Kew VIC 3101, Australia",49,49
Estia Health Glen Waverley,Glen Waverley Nursing Home,"2 B Grace STREET, GLEN WAVERLEY, VIC, 3150","982 High St Rd, Glen Waverley VIC 3150, Australia",58,49
Uniting Locke Haven Petersham,Uniting Locke Haven Petersham,"60 New Canterbury ROAD, PETERSHAM, NSW, 2049","60 New Canterbury Rd, Petersham NSW 2049, Australia",48,48
The Whiddon Group - Glenfield - Arthur Webb,Whiddon Glenfield Arthur Webb Court,"81 Belmont ROAD, GLENFIELD, NSW, 2167","81 Belmont Rd, Glenfield NSW 2167, Australia",48,48
The Greek Community Home For The Aged,The Greek Community Home For The Aged,"2 Woolcott STREET, EARLWOOD, NSW, 2206","2 Woolcott St, Earlwood NSW 2206, Australia",48,48
Fitzgerald Memorial Aged Care Facility Limited,Fitzgerald Memorial Aged Care Facility Limited,"1 Rum Corp LANE, WINDSOR, NSW, 2756","1 Rum Corp La, Windsor NSW 2756, Australia",48,48
Castle Hill Aged Care Home,Castle Hill Aged Care Home,"42-46 Darcey ROAD, CASTLE HILL, NSW, 2154","Castle Hill Aged Care Hme, 42-46 Darcey Rd, Castle Hill NSW 2154, Australia",48,48
Menaville Nursing Home,Menaville Nursing Home,"121 Frederick STREET, ROCKDALE, NSW, 2216","Menaville Nursing Home, 121 Frederick St, Rockdale NSW 2216, Australia",48,48
Hudson House,Hudson House,"8 Fachin AVENUE, COOMA, NSW, 2630","8 Fachin Ave, Cooma NSW 2630, Australia",48,48
Doutta Galla Yarraville Village Aged Care Facility,Doutta Galla Yarraville Village Aged Care Facility,"34 A Somerville ROAD, YARRAVILLE, VIC, 3013","52 Somerville Rd, Yarraville VIC 3013, Australia",48,48
Ningana,Ningana,"25 HORACE STREET, DALBY, QLD, 4405","25 Horace St, Dalby QLD 4405, Australia",48,48
Ozcare Sarina Aged Care,Ozcare Sarina Aged Care,"18-32 Hoey STREET, SARINA, QLD, 4737","18-32 Hoey St, Sarina QLD 4737, Australia",48,48
Caloundra Adventist Retirement Village,Caloundra Adventist Retirement Village,"64 Sunset DRIVE, LITTLE MOUNTAIN, QLD, 4551","Adventist Retirement Vlge, 64 Sunset Dr, Little Mountain QLD 4551, Australia",48,48
Paradise Lakes Care Centre,Paradise Lakes Care Centre,"360 Oxley DRIVE, RUNAWAY BAY, QLD, 4216","360 Oxley Dr, Coombabah QLD 4216, Australia",48,48
Kanangra Hostel,Kanangra Hostel,"30A West Goderich STREET, DELORAINE, TAS, 7304","30A W Goderich St, Deloraine TAS 7304, Australia",48,48
Melaleuca Home For The Aged,Melaleuca Home For The Aged,"73 Mary STREET, EAST DEVONPORT, TAS, 7310","73 Mary St, East Devonport TAS 7310, Australia",48,48
Bolton Clarke Camberwell Green,Bolton Clarke Camberwell Green,"12 Hunter ROAD, CAMBERWELL, VIC, 3124","12 Hunter Rd, Camberwell VIC 3124, Australia",48,48
NA,Catholic Healthcare St Francis Aged Care - Grafton,NA,"226 Arthur St, Grafton NSW 2460, Australia",NA,48
Uniting Thomas Bowden Ryde,Uniting Thomas Bowden Ryde,"279 Morrison ROAD, RYDE, NSW, 2112","279 Morrison Rd, Ryde NSW 2112, Australia",47,47
Timbrebongie House,Timbrebongie House,"134-138 Cathundril STREET, NARROMINE, NSW, 2821","134-138 Cathundril St, Narromine NSW 2821, Australia",47,47
Mountain View Lodge Hostel,Mountain View Lodge Hostel,"28 Jurd STREET, CESSNOCK, NSW, 2325","28 Jurd St, Cessnock NSW 2325, Australia",47,47
Elderly Chinese Home,Elderly Chinese Home,"125-129 Manningham STREET, PARKVILLE, VIC, 3052","125 Manningham St, Parkville VIC 3052, Australia",47,47
Clarendon Grange Hostel,Clarendon Grange Hostel,"40 Stud ROAD, WANTIRNA, VIC, 3152","Clarendon Grange, 40 Stud Rd, Bayswater VIC 3153, Australia",47,47
Dryandra Residential and Community Care Inc,Dryandra Residential and Community Care Inc,"45 Leake STREET, KELLERBERRIN, WA, 6410","45 Leake St, Kellerberrin WA 6410, Australia",47,47
St Ritas Nursing Home,St Ritas Nursing Home,"25 View STREET, NORTH PERTH, WA, 6006","25 View St, North Perth WA 6006, Australia",47,47
Grenoch Home,Grenoch Home,"7 East Barrack STREET, DELORAINE, TAS, 7304","Grenoch Home, 11 E Barrack St, Deloraine TAS 7304, Australia",47,47
Wearne Home,Amana Living Wearne Home,"7 LESLIE STREET, DUDLEY PARK, WA, 6210","7 Leslie St, Dudley Park WA 6210, Australia",47,47
Estia Health Strathalbyn,Estia Health Strathalbyn,"7 Langhorne Creek ROAD, STRATHALBYN, SA, 5255","Falling Waters - Strath, 7 Langhorne Creek Rd, Strathalbyn SA 5255, Australia",47,47
Greenway Gardens,Greenway Gardens,"27-29 The Greenway HEATHMONT, VIC, 3135","Greenway Gardens Units, 27-29 The Greenway, Heathmont VIC 3135, Australia",47,47
Mosman Park Care Centre,Amana Living Mosman Park Care Centre,"99 Mccabe STREET, MOSMAN PARK, WA, 6012","99 McCabe St, Mosman Park WA 6012, Australia",47,47
St Joseph's Aged Care Facility Kensington,St Joseph's Aged Care Facility Kensington,"2 Kensington ROAD, KENSINGTON, NSW, 2033","2 Kensington Rd, Kensington NSW 2033, Australia",46,46
Martyn Claver Aged Care,Martyn Claver Aged Care,"200 Megalong STREET, LEURA, NSW, 2780","200 Megalong St, Leura NSW 2780, Australia",46,46
Chow Cho-Poon Nursing Home,Chow Cho-Poon Nursing Home,"113-115 Homer STREET, EARLWOOD, NSW, 2206","113-115 Homer St, Earlwood NSW 2206, Australia",46,46
Stretton Park Hostel,Stretton Park Hostel,"35-47 Kent STREET, MAFFRA, VIC, 3860","George St & Kent St, Maffra VIC 3860, Australia",46,46
Oaklea Hall,Oaklea Hall,"4-8 Earlstown ROAD, OAKLEIGH, VIC, 3166","4 Earlstown Rd, Hughesdale VIC 3166, Australia",46,46
Forest View Residential Care Facility,Forest View Residential Care Facility,"70 Bramston STREET, WONDAI, QLD, 4606","78 Bramston St, Wondai QLD 4606, Australia",46,46
Semaphore Residential Care Centre,Semaphore Residential Care Centre,"122 Esplanade SEMAPHORE, SA, 5019","122 Esplanade, Semaphore SA 5019, Australia",46,46
Edenfield Family Care - Nerrilda,Edenfield Family Care - Nerrilda,"71 STOKES TERRACE, PORT AUGUSTA WEST, SA, 5700","71 Stokes Terrace, Port Augusta West SA 5700, Australia",46,46
Aegis Lincoln Park,Aegis Lincoln Park,"21 Wright STREET, HIGHGATE, WA, 6000","Lincoln Park, 21 Wright St, Perth WA 6000, Australia",46,46
Juniper St David's,Juniper St David's,"17-19 Lawley CRESCENT, MOUNT LAWLEY, WA, 6050","St Davids Hostel, 17-19 Lawley Cres, Mount Lawley WA 6050, Australia",46,46
Freshwater Bay Nursing Home,Freshwater Bay Nursing Home,"67 Palmerston STREET, MOSMAN PARK, WA, 6012","Freshwater Bay Nursing Home, 67 Palmerston St, Mosman Park WA 6012, Australia",46,46
Haddington Nursing Home,Haddington Nursing Home,"126 Duncan STREET, TENTERFIELD, NSW, 2372","Haddington Nursing Home, 126 Duncan St, Tenterfield NSW 2372, Australia",46,46
Baptistcare Mirrambeena,Baptistcare Mirrambeena,"21 Farrelly STREET, MARGARET RIVER, WA, 6285","21 Farrelly St, Margaret River WA 6285, Australia",46,46
RFBI Leeton Masonic Village,RFBI Leeton Masonic Village,"71-89 Karri ROAD, LEETON, NSW, 2705","91 Karri Rd, Leeton NSW 2705, Australia",46,46
Harden Grange,Harden Grange,"78 Swift STREET, HARDEN, NSW, 2587","78 Swift St, Harden NSW 2587, Australia",45,45
RFBI Bathurst Masonic Village,RFBI Bathurst Masonic Village,"200 Stewart STREET, BATHURST, NSW, 2795","200 Stewart St, Bathurst NSW 2795, Australia",45,45
Milford House Nursing Home,Milford House Nursing Home,"2-4 Milford STREET, RANDWICK, NSW, 2031","2-4 Milford St, Randwick NSW 2031, Australia",45,45
Fairmont Aged Care Centre,Fairmont Aged Care Centre,"20 Dunmore STREET,  NORTH, BEXLEY, NSW, 2207","Fairmont Aged Care, 20 Dunmore St N, Bexley NSW 2207, Australia",45,45
Uniting Crookwell,Uniting Crookwell,"71 Laggan ROAD, CROOKWELL, NSW, 2583","71 Laggan Rd, Crookwell NSW 2583, Australia",45,45
Bernard Chan Nursing Home,Bernard Chan Nursing Home,"58 Weldon STREET, BURWOOD, NSW, 2134","58 Weldon St, Burwood NSW 2134, Australia",45,45
Cohuna Village,Cohuna Village,"38 Augustine STREET, COHUNA, VIC, 3568","38 Augustine St, Cohuna VIC 3568, Australia",45,45
Prague House,Prague House,"253 Cotham ROAD, KEW, VIC, 3101","253 Cotham Rd, Kew VIC 3101, Australia",45,45
Mitchell House,Mitchell House,"127 Vary STREET, MORWELL, VIC, 3840","127 Vary St, Morwell VIC 3840, Australia",45,45
Carshalton House Hostel,Carshalton House Hostel,"11 Stoneham STREET, GOLDEN SQUARE, VIC, 3555","11 Stoneham St, Golden Square VIC 3555, Australia",45,45
Queen Elizabeth Village Hostel,Queen Elizabeth Village Hostel,"302 Gillies STREET,  NORTH, WENDOUREE, VIC, 3355","302 Gillies St N, Wendouree VIC 3355, Australia",45,45
Lifeview Argyle Court,Lifeview Argyle Court,"81-83 Argyle AVENUE, CHELSEA, VIC, 3196","81-83 Argyle Ave, Chelsea VIC 3196, Australia",45,45
BlueCross Autumdale,Cheltenham Parkside Care Community,"13 Eagland ROAD, CHELTENHAM, VIC, 3192","Autumndale Lodge, 13 Eagland Rd, Cheltenham VIC 3192, Australia",45,45
Estia Health Bentleigh,Estia Health Bentleigh,"34-36 Clairmont AVENUE, BENTLEIGH, VIC, 3204","34-36 Clairmont Ave, Bentleigh VIC 3204, Australia",45,45
The Sydney-Lynne Quayle & Fitzroy Lodge Hostels,The Sydney-Lynne Quayle & Fitzroy Lodge Hostels,"21 Barclay STREET, HEYWOOD, VIC, 3304","Heywood Rural Health, 21 Barclay St, Heywood VIC 3304, Australia",45,45
